_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000030	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000046	v000047	v000049	v000050	v000051	v000052	v000053	v000054	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000065	v000068	v000070	v000071	v000073	v000075	v000078	v000080	v000082	v000086	v000094	v000095	v000096	v000099	v000100	v000106	v000109	v000118	v000119	v000120	v000132	v000139	v000140	v000141	v000144	v000148	v000158	v000161	v000164	v000166	v000170	v000176	v000177	v000180	v000182	v000184	v000187	v000192	v000197	v000198	v000200	v000201	v000202	v000203	v000205	v000206	v000207	v000208	v000210	v000211	v000213	v000214	v000224	v000225	v000228	v000237	v000243	v000245	v000252	v000274	v000281	v000285	v000296	v000297	v000299	v000307	v000323	v000327	v000335	v000348	v000359	v000447	v000450	v000473	v000511	v000518	v000528	v000531	v000533	v000536	v000544	v000549	v000574	v000578	v000610	v000633	v000669	v000703	v000708	v000824	v000832	v000886	v000900	v000941
CORR	v000450	-0.850635098	-0.069135557	-0.222185201	0.022946584	0.2167983944	-0.134793502	0.0596967834	-0.184376497	-0.999	-0.999	-0.175626364	-0.007160166	0.8378244139	-0.000115617	-0.038292022	0.0040239961	-0.163121736	0.5182401229	-0.803875157	-0.154835917	-0.074006614	-0.811901165	0.2249781458	0.157276112	-0.816357968	-0.00739202	-0.818131956	0.1844004134	-0.116394373	0.2758101208	-0.849905601	-0.113701969	-0.113541837	0.0968538371	-0.866011886	0.6245735955	-0.103551112	-0.876427231	-0.877345367	-0.019567782	-0.895385543	-0.092717229	-0.008615881	-0.008003466	-0.915559743	0.047448086	-0.931231886	-0.932066275	-0.936372701	0.1838628409	-0.081700813	0.3344327098	-0.999681177	-0.999	-0.999	-0.999	0.2012027338	-0.999	-0.064790403	0.074768138	-0.999	0.3538493728	-0.999	0.0276381705	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.757325489	-0.758537987	-0.758537987	-0.758748505	0.2021109987	-0.760772265	-0.765553575	0.077382422	-0.76806502	-0.769090814	-0.771235091	-0.773162783	-0.003336511	-0.774806407	-0.000592451	0.0006029268	-0.778392797	-0.782940244	-0.783486535	-0.784034583	-0.784034583	-0.784608211	-0.784608211	-0.784608211	-0.784608211	-0.785170112	-0.785170112	-0.785170112	-0.785744386	-0.785744386	-0.786337814	0.2656282304	0.0123715652	-0.793428115	0.1013891425	0.0159570268	-0.802742107	0.2110403318	-0.809094037	0.028411762	-0.832343108	-0.835203759	-0.847793921	-0.847793921	-0.849510428	-0.856825956	-0.866858222	0.2748076624	0.045192463	-0.896056591	-0.92413733	0.1642123621	1	-0.999	-0.999	-0.999	-0.999	-0.999	0.3846739324	-0.999	-0.999	-0.999	-0.999	0.3937408213	-0.999	-0.999	0.1102904759	-0.722902035	-0.722902035	0.4361846447	0.4361846447	0.2343780357	-0.748881	-0.760075774
CORR	v000473	-0.332864881	0.1241181648	-0.026366137	0.1345705204	-0.217385184	0.0620523037	0.1243814222	0.0172364785	0.0938385928	-0.0116918	0.1747526414	0.1430192678	-0.168751833	-0.801280878	0.1332567355	0.0076450098	-0.160114622	-0.080303909	0.0752796155	0.1046001033	-0.018734361	-0.142742692	-0.009497633	-0.140339433	0.0347084974	0.2035666827	0.1241459788	-0.133530282	-0.03273414	0.1268090099	-0.856204833	0.1969358074	0.234119962	0.1005527088	-0.103277686	-0.019448173	-0.880898425	0.1669297969	0.0368648567	0.1131862091	0.2729609388	0.1519906343	-0.005342877	-0.087036971	0.0502495405	-0.930690044	0.0000574182	0.2503397518	0.0977683452	-0.951172118	0.100748898	0.0627030889	0.1457698987	-0.068415468	-0.068192321	-0.999	-0.999	0.3901719705	-0.061777441	0.2563795541	-0.058683605	-0.999	-0.999	-0.053518032	-0.999	-0.050980862	0.1715320704	0.2280174652	0.1387891507	-0.042494928	0.1777361959	-0.999	-0.999	0.2480065146	-0.999	0.2505289961	-0.759301967	0.0683241927	-0.760621223	-0.760851995	-0.017303045	0.17263389	-0.008573438	-0.769909307	-0.770968386	-0.772071632	-0.002257509	0.0874354401	-0.000335449	0.2578181924	-0.779683113	0.1493882744	0.0044061393	0.0080886791	0.0085048832	0.0089225304	0.0089225304	0.0093416308	0.0093416308	0.0093416308	0.0093416308	0.0097621949	0.0097621949	0.0097621949	0.0101842334	0.0101842334	0.0106077567	-0.791436358	-0.798497526	0.0153676877	0.104605921	-0.804987564	0.0207850093	-0.811479407	0.0240620205	0.031402036	-0.840887034	0.03498826	-0.857791606	0.2337371156	-0.859651177	-0.867667904	0.044739064	-0.883378055	-0.893518864	-0.910696146	-0.941663593	-0.999	-0.999	1	-0.999	-0.999	0.0878715619	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.3560433303	-0.725541268	-0.725541268	-0.740648866	-0.740648866	-0.753607541	-0.753607541	0.1470852169
CORR	v000511	-0.327561249	-0.999	0.1254248321	0.0759853449	-0.211957361	-0.036648789	-0.053585788	0.1381979923	0.1576822165	0.0275668463	0.3641550723	0.1318176487	-0.163296501	0.0430347324	0.0727281253	0.0142232697	0.0485053465	-0.808386022	-0.810059256	-0.14636547	-0.012429187	-0.137278406	-0.003198273	-0.134874573	-0.82608576	-0.05046004	-0.129799625	-0.128063795	-0.864042874	-0.024596008	-0.105697504	0.4742400582	-0.105058065	-0.103445528	-0.016043755	0.0822287819	-0.095066415	0.255641483	-0.904445659	-0.90689662	0.2262126045	-0.939124615	0.0552283409	-0.081566843	0.1886480948	-0.080407104	-0.975059445	0.1031151423	-0.075860787	-0.98187037	-0.073217202	-0.999	0.1175317893	-0.062947372	0.0765798896	-0.061602728	-0.999	0.0805652213	-0.999	0.0287910095	-0.999	-0.999	-0.999	-0.048052991	-0.047801652	0.2540239232	-0.999	0.1427970734	0.2108181452	-0.037032964	0.049395983	-0.999	-0.999	0.1184626701	-0.757595136	0.1208186272	-0.014845003	-0.764835033	-0.764835033	-0.765110736	-0.765649424	-0.767654433	-0.003125282	-0.775610457	0.0876565147	0.2577354955	0.0031873522	0.1953973777	0.0051083846	0.0949495142	-0.786936677	0.155499973	0.0098472624	0.0135276491	0.0139436036	0.0143609993	0.0143609993	0.0147798463	0.0147798463	0.0147798463	0.0147798463	0.0152001552	0.0152001552	0.0152001552	0.0156219365	0.0156219365	0.0160452008	-0.800575139	-0.808787141	0.0208021497	0.1104417889	-0.816370231	0.0262159203	-0.823903583	-0.828674185	0.1860731132	-0.858389114	-0.862033549	0.5256232295	0.4224895499	-0.880507688	0.0473647267	0.2007485434	-0.908544887	-0.920573646	-0.941064341	-0.978090444	-0.999	-0.999	-0.999	1	-0.999	0.1870359471	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.719009483	0.1185826208	-0.730877501	-0.730877501	-0.748253043	-0.748253043	-0.763195738	-0.763195738	-0.777242363
CORR	v000518	-0.213690686	0.0481444484	-0.212170988	0.0363270025	0.999	-0.12377808	-0.012342967	0.0260719546	-0.044233332	-0.042754362	-0.801937928	-0.086389416	-0.803680089	-0.079759988	0.0998535985	-0.02389942	0.050509739	-0.809646126	-0.069815397	-0.065885701	-0.816359707	-0.003565812	0.1015531006	0.2546546457	-0.130164432	0.0785810386	0.0046628908	-0.832781812	0.2031841134	-0.104245637	-0.104086266	-0.87442481	0.1074038743	0.0336490467	-0.895011372	-0.902665019	-0.093455077	0.0863004227	-0.009340611	-0.090831237	0.0519021524	-0.946907519	0.0023484427	0.1343169978	-0.962957785	-0.966086415	-0.07545149	-0.985986165	-0.991933329	-0.991933329	0.0118284553	0.1131128766	0.0769494133	0.1556387144	-0.999	0.024163836	-0.059540919	-0.999	-0.999	-0.999	0.0330694263	-0.999	-0.999	-0.999	0.0948151261	-0.999	-0.999	0.0453947206	-0.999	-0.999	-0.034598602	-0.029811616	-0.999	0.1637909856	-0.021804732	-0.020882019	-0.764608214	-0.76620169	-0.76620169	-0.766491188	-0.010245184	0.1369455158	-0.775435124	-0.777458645	-0.778732485	-0.780076789	-0.782899813	0.0950176561	-0.785420782	-0.787581942	0.0979302454	0.2016876248	-0.792293646	-0.798282203	-0.799015111	-0.799730853	-0.799730853	-0.800472549	-0.800472549	-0.800472549	-0.800472549	-0.801229123	-0.801229123	-0.801229123	-0.801993739	-0.801993739	-0.802772963	-0.803550941	-0.812141752	-0.812141752	-0.813067107	0.1154966863	0.0278149138	0.9811794618	-0.832942636	0.2329723508	-0.864109635	-0.867975987	0.1964572973	-0.884986944	-0.887345432	0.0489590363	-0.910961928	-0.916858608	0.9206302103	-0.951097865	-0.990222476	-0.999	-0.999	-0.999	-0.999	1	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.1032544378	-0.999	-0.717408057	0.9717183447	0.1201555963	0.1253219407	0.1253219407	-0.750711078	-0.750711078	-0.766311963	0.1473694365	0.1539453523
CORR	v000528	-0.323609329	0.0296219495	0.1313936855	0.015197969	-0.082980504	0.1137734687	-0.009370944	0.0822422371	0.1798623991	-0.039908658	0.2704400466	0.0943516725	0.0720564433	0.1242850324	-0.075824286	0.0523120752	-0.019850531	-0.148594503	0.087463342	0.0630842295	-0.060307665	0.0399439362	-0.051395472	-0.130806878	-0.127706401	-0.046019069	0.1110299843	-0.123995055	0.0315628422	0.1095148905	0.0339959867	0.3349007136	0.1656118729	-0.01760191	-0.093736476	-0.911791874	-0.008703124	0.1791781074	0.0477891573	0.0904148015	0.0547162364	0.1900477308	-0.07807225	-0.077496352	0.2385979597	0.0068634679	-0.999	0.1724894392	0.1438519673	-0.999	-0.999	0.0182587194	0.122338387	-0.058878778	-0.058655699	-0.999	-0.999	0.029486337	0.0324472549	-0.051536055	0.0357310935	-0.049870848	-0.045235871	-0.999	-0.999	0.0439064801	-0.037547327	0.0480514938	-0.999	-0.999	0.0537892602	0.0588715475	-0.025913775	-0.759513608	-0.019352083	-0.760927015	-0.010788128	-0.00880081	-0.00880081	-0.768702781	-0.007794891	-0.005414955	0.0009272486	-0.780418547	-0.781784879	-0.783224095	0.007237303	0.0091574976	0.0091574976	-0.791239432	-0.793067639	-0.794981261	0.0138943125	0.0175730137	0.0179887741	0.0184059742	0.0184059742	0.0188246244	0.0188246244	0.0188246244	0.0188246244	0.0192447349	0.0192447349	0.0192447349	0.0196663164	0.0196663164	0.0200893794	0.0205139348	-0.817539708	0.0248440139	0.1734527845	0.0284241017	-0.83078771	-0.834509862	0.0335280915	-0.863734449	0.0434060535	-0.877527339	-0.895881791	0.2445718111	-0.898460754	0.2021666533	0.0541777265	0.0553106319	-0.944026418	-0.967404919	0.0666509217	0.0841790962	-0.999	0.0878715619	0.1870359471	-0.999	1	-0.999	-0.999	0.0988762141	0.1005363838	-0.999	-0.999	-0.999	-0.719197298	-0.722204152	0.1225555392	-0.735362257	0.1277189803	-0.754657933	-0.754657933	-0.771318477	-0.771318477	-0.78698777
CORR	v000531	-0.057464441	0.0064221997	0.3700203596	0.0827965582	0.0163606696	-0.069720817	-0.0083656	0.3344351722	0.0853523846	0.2762785137	0.2717332763	0.3073420326	-0.028400009	-0.076164586	-0.808684517	0.1504009425	0.0831822062	-0.147764231	0.0265396719	0.0307056947	0.0959934597	0.103395107	0.0024522976	0.1061895468	-0.126875326	0.0826561825	-0.044689513	0.0513196243	0.409604866	-0.100954597	-0.100795222	-0.100315917	0.1666854821	-0.01669641	0.0853698051	-0.914986235	-0.090163922	-0.088596071	-0.088245049	-0.926436982	0.0977009981	-0.964128943	0.1029872555	0.1036348659	0.0071496489	0.1694199133	-0.072161037	-0.07196155	-0.999	-0.999	-0.999	0.0191607457	-0.999	0.1896612086	0.0265392323	0.1260793328	-0.056252018	-0.054200631	0.0333475715	-0.050705304	-0.999	0.0358660423	0.0407869286	-0.999	0.0985498688	-0.040620657	0.0489497134	0.1053470206	-0.034584049	-0.999	0.0546866505	0.0597681772	-0.025084267	-0.760091261	-0.018522986	0.0692472643	0.0773606808	-0.769179849	-0.769179849	-0.007638089	-0.77009899	-0.004586866	0.2280323999	-0.781473388	-0.782870043	0.0057998001	0.2662884066	0.0099843808	0.2374472934	-0.792550796	0.1014508563	0.102718695	0.2428666961	0.2470759655	0.2475517169	0.2480291214	0.2114576726	0.2485081911	0.2485081911	0.2119285874	0.2485081911	0.2124011501	0.2124011501	0.2489889378	0.2128753726	0.2128753726	0.2499555113	-0.810023976	-0.81943443	0.2187000316	0.0261110475	-0.82815157	0.1209483658	0.0324714711	-0.842317082	0.0416824592	-0.876687202	-0.880944494	-0.899791377	-0.899791377	-0.902406652	0.0522142112	0.0549996794	-0.935139852	-0.949230062	0.0619645772	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	1	-0.999	-0.999	-0.999	0.9920507368	-0.999	-0.999	-0.719830242	-0.722901874	-0.730432538	-0.736337736	-0.736337736	-0.756071249	-0.756071249	-0.773089144	0.1505589003	-0.78912369
CORR	v000533	-0.255317802	-0.091393534	-0.999	-0.082096518	0.5167512557	-0.999	-0.0083656	-0.800260456	-0.169331097	-0.801404341	-0.162279041	-0.804596969	0.8088599769	-0.024130355	-0.022837255	-0.072269078	-0.149762154	-0.812392163	-0.066221069	-0.062291899	-0.138747114	-0.826237431	0.1540952818	0.6474727362	-0.126875326	-0.12529743	-0.835433258	0.3941717235	-0.876622597	0.0347755522	-0.882439093	-0.883740022	-0.884202691	0.1426934347	0.2571678503	-0.914986235	-0.916284673	-0.922286496	-0.005760744	0.0914041997	-0.951090604	0.2904654286	-0.07724081	0.1036348659	-0.076086418	0.2781494865	-0.999	-0.999	-0.070959388	0.6903236138	0.1130228235	0.2081760987	-0.999	-0.058047775	-0.999	-0.999	0.6352099093	-0.999	-0.051412212	-0.999	-0.048319637	0.6759838134	-0.999	-0.043156533	-0.999	-0.040620657	-0.036717189	-0.999	-0.999	0.0538099888	-0.999	-0.999	-0.756859081	-0.760091261	-0.018522986	-0.761531745	-0.767434698	-0.00797245	-0.769179849	-0.769488631	0.4374719331	-0.772395993	-0.779267058	0.2882473133	-0.782870043	-0.784341829	0.0965012685	-0.790170657	0.2010558178	-0.792550796	0.0127246606	0.0139183567	0.0147207597	0.0183991089	-0.805057658	-0.805840297	-0.805840297	-0.806665281	-0.806665281	0.0196505971	-0.806665281	-0.807473428	-0.807473428	0.0200706662	-0.808318873	-0.808318873	-0.809170784	0.4720073314	-0.81943443	-0.81943443	-0.820478002	-0.82815157	-0.8330222	0.7631660999	0.1244253202	-0.866830406	-0.876687202	-0.880944494	-0.899791377	-0.899791377	-0.902406652	-0.91344528	-0.928587934	0.4366076971	0.2929240373	-0.973309102	-0.999	0.3556370898	0.3846739324	-0.999	-0.999	-0.999	-0.999	-0.999	1	0.0996915252	0.101351406	0.101351406	0.1064775386	0.8625690488	-0.719830242	0.1155562881	-0.730432538	-0.736337736	-0.736337736	0.9994405652	0.9994405652	0.8874695331	-0.773089144	-0.78912369
CORR	v000536	-0.321987796	0.0075092222	-0.133063187	-0.081124899	-0.13113362	0.077244756	-0.046940886	-0.092799892	0.0003157877	0.0347359513	-0.161443533	0.2082388045	-0.806377729	-0.153689454	-0.074000512	0.0211356265	0.0223719686	-0.06806508	0.1774392909	0.0317133928	-0.058484915	0.0011950945	-0.129521453	-0.129138909	0.007247653	0.0089823801	0.1131537177	-0.041931479	-0.102171357	-0.018344986	-0.099957695	-0.099478388	-0.017496709	0.1437507301	-0.092067376	-0.918376912	-0.919755752	0.0493157837	0.1261145992	0.0924008546	0.1333266104	0.1363135068	0.0068339068	0.0074453235	-0.987355045	0.0086765042	-0.999	-0.999	-0.070122089	0.0135027375	0.1140146062	-0.063936959	0.2989750953	-0.057210817	-0.056987752	-0.999	-0.999	0.2453337483	-0.999	0.0350048312	0.2522814015	-0.999	-0.043568933	-0.999	-0.042068884	0.1020093492	-0.035881114	-0.035881114	-0.033748086	-0.999	0.1556029243	-0.999	-0.75737615	0.2350830117	-0.761512004	0.2068966697	-0.768196217	-0.007138191	-0.769977167	-0.770301146	-0.006132424	-0.773271444	-0.780296178	-0.78256215	0.0938078279	0.1529930428	-0.788638308	0.0994368274	-0.791468884	-0.793899821	-0.795795855	0.1619122067	-0.799172188	-0.805896173	-0.806705323	-0.807511115	-0.807511115	-0.808353666	-0.808353666	-0.808353666	-0.808353666	-0.809191619	-0.809191619	-0.809191619	-0.810045048	-0.810045048	-0.810909179	-0.811787061	-0.821432151	-0.821432151	0.2201574997	-0.830356202	-0.835350379	-0.839267714	-0.844884759	0.1331028616	-0.880126615	0.0460925328	-0.903895025	-0.903895025	-0.906524239	-0.917831309	-0.933463217	-0.940166129	0.0592582582	-0.979420139	0.0682972593	-0.999	-0.999	-0.999	-0.999	-0.999	0.0988762141	-0.999	0.0996915252	1	-0.999	-0.999	-0.999	-0.999	-0.720496671	-0.723633258	-0.731324906	-0.737355789	-0.737355789	-0.757524872	-0.757524872	-0.774939867	-0.774939867	-0.791365418
CORR	v000544	-0.053867407	-0.017867094	-0.206390083	0.1537597782	0.1050173231	0.0047543937	-0.005304471	0.1981357928	0.0023624276	-0.802811968	-0.029733694	-0.080026964	-0.80757617	-0.073398502	0.1074999592	0.0851493562	-0.01596408	-0.814694847	-0.010910993	-0.059527177	-0.136218705	0.0031488023	-0.832075855	0.1349688814	0.1615951243	-0.042349408	-0.041927317	0.1429662739	0.0354254007	-0.889764668	0.3392911411	-0.891589218	-0.892116992	0.0820470756	0.3612940567	-0.925450296	-0.087633016	-0.933289738	-0.003007308	-0.085009255	-0.079410724	-0.978864359	-0.074710308	-0.074134447	0.0098992496	0.1427589171	-0.999	-0.999	0.3200521598	-0.999	0.073525733	-0.999	-0.056628048	0.2645110941	0.4786640474	-0.054174415	-0.053723112	-0.999	-0.04888384	-0.999	-0.999	-0.999	-0.041877883	-0.999	0.1014223968	0.0475409472	-0.034190812	-0.999	-0.999	0.2495864469	-0.028788387	-0.024003291	-0.758445497	-0.017218919	-0.015999875	-0.015077587	-0.007438349	-0.771641401	0.0821899726	-0.771978905	-0.004446008	-0.775087168	0.3355688599	-0.784822559	-0.786298869	0.3403742738	0.343064694	-0.794141088	0.2988614438	-0.79667761	-0.79868372	-0.800764475	0.3509735363	0.3553445118	0.3558385382	0.3563342811	0.3563342811	0.3568317529	0.3568317529	0.3568317529	0.3568317529	0.357330966	0.357330966	0.357330966	0.3578319331	0.3578319331	0.358334667	-0.815436185	0.1178992161	0.3639851528	-0.826646828	-0.834920388	-0.840168136	-0.844282954	-0.850178311	0.0441885573	0.0467345139	-0.891860082	0.0519957742	-0.912298879	-0.915097156	-0.927064664	-0.9434987	-0.950577724	0.060930616	-0.992086162	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.1005363838	-0.999	0.101351406	-0.999	1	-0.999	0.9635466374	-0.717644997	-0.7218512	-0.725128503	-0.733157198	-0.739465907	-0.739465907	-0.760534185	-0.760534185	-0.778773223	0.1530097842	0.1595757399
CORR	v000549	-0.036356781	0.0097083197	0.3895054264	0.0863202476	0.0196423462	-0.117415669	-0.005304471	0.3386770885	-0.037494042	0.2915331894	0.3095135144	0.2892595439	0.0146757029	-0.073398502	-0.019910637	0.0565019363	0.0244127907	-0.145236957	-0.010910993	-0.059527177	0.0992273042	0.0776801041	-0.047724679	0.1094157053	-0.124345701	0.0519545673	0.0524017752	0.0543552796	0.4037140992	-0.098423696	-0.098264318	-0.891589218	0.114568972	-0.096012223	0.0883858359	-0.925450296	-0.087633016	0.0512564227	-0.934772208	-0.93788901	0.0036842509	-0.076799832	0.0637263373	0.0643587015	0.0098992496	0.172590369	-0.999	-0.06943134	-0.999	-0.999	-0.999	0.1199998288	-0.999	0.1928108673	0.0850441295	0.0862751663	-0.053723112	-0.051671944	0.0920838193	-0.999	-0.999	0.0386053589	0.0435242521	-0.999	0.1445668108	-0.038093698	0.0516835529	0.1515174977	-0.032058013	-0.999	0.0574179354	0.0624971202	-0.022559879	-0.761912228	-0.015999875	0.07197164	0.0800809411	-0.771641401	-0.771641401	-0.771978905	-0.77264166	-0.002066857	0.2310373569	-0.784822559	-0.786298869	0.0083171873	0.269345899	-0.794141088	0.2404412293	-0.79667761	-0.79868372	-0.800764475	0.2458541434	0.2500583007	0.2505334702	0.2510102901	0.2143683742	0.2514887722	0.2514887722	0.2148387969	0.2514887722	0.215310865	0.215310865	0.2519689285	0.2157845904	0.2157845904	0.2529343124	-0.815436185	-0.825567361	0.2216030814	0.0286224626	-0.834920388	0.1236433147	0.0349807965	-0.850178311	0.0441885573	-0.887287313	-0.891860082	-0.912298879	-0.912298879	-0.915097156	-0.927064664	0.0575007227	-0.950577724	-0.965930225	0.0644627898	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.9920507368	0.101351406	-0.999	-0.999	1	-0.717644997	-0.717644997	-0.7218512	-0.725128503	-0.733157198	-0.739465907	-0.739465907	-0.760534185	-0.760534185	-0.778773223	0.1530097842	-0.795969605
CORR	v000574	-0.086307918	-0.04349106	-0.074999005	-0.199447636	-0.199374572	-0.021294017	0.0340668547	0.2607641462	-0.161587657	-0.806040009	-0.809192273	-0.153014943	-0.150656209	-0.814389843	-0.815296186	0.1173121412	0.0307254342	-0.819964327	0.2926636523	0.0400552386	-0.829235532	-0.124620713	0.0114113063	-0.840764724	-0.845564302	-0.03663527	-0.03621334	-0.851871954	-0.900802958	0.0436952317	-0.908172653	-0.092551602	-0.910437152	0.1228593636	0.3437457631	-0.949822942	-0.951511202	-0.959082457	-0.080481109	0.0584148801	-0.996402128	0.2658782522	0.0143613258	-0.068902458	-0.999	-0.999	-0.999	-0.064199997	0.1192557233	-0.999	0.0795014701	0.1261948075	-0.051399079	-0.999	-0.999	-0.048945968	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.0491845523	-0.999	-0.999	0.0531976246	-0.999	-0.999	-0.999	0.2561585917	-0.023567667	-0.761093919	-0.762079893	-0.012002868	0.0766265006	-0.767867129	-0.775153702	-0.777295666	-0.777295666	-0.777684729	0.1910143958	-0.781259828	-0.789744781	-0.792470028	-0.794188575	-0.796010123	-0.79980996	0.0177013467	-0.803235368	-0.806163024	0.1097537115	-0.810915187	-0.812557569	-0.820711761	-0.821692692	-0.822680728	-0.822680728	-0.823698386	-0.823698386	-0.823698386	-0.823698386	-0.824720103	-0.824720103	-0.824720103	-0.825761929	-0.825761929	-0.826841817	-0.827884202	0.0333716325	-0.8396431	-0.840940274	0.0369477116	-0.85665547	0.0401667215	0.0420457727	-0.899362318	-0.91188109	-0.917307093	-0.941422821	-0.941422821	-0.944724465	0.1516236458	-0.978455519	-0.986924597	0.0660960447	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.1032544378	-0.999	-0.999	0.1064775386	-0.999	0.9635466374	-0.717644997	1	-0.721636172	-0.726441541	0.1231356834	-0.739359956	-0.746571574	-0.746571574	-0.770764322	-0.770764322	-0.791786243	-0.791786243	0.1646293036
CORR	v000578	-0.246926202	-0.207888728	-0.999	-0.123636504	0.7226044999	-0.999	-0.090635519	-0.804563885	-0.805369258	-0.806040009	-0.809192273	-0.810119789	0.6465667294	-0.814389843	-0.815296186	-0.143106598	-0.81820336	-0.140010026	-0.004859971	-0.826198439	-0.829235532	-0.837326204	-0.042008628	0.7984533235	-0.845564302	-0.117536123	-0.848855186	0.5821174266	-0.900802958	-0.093190295	-0.908172653	-0.909855899	-0.910437152	-0.008238896	0.2300349976	-0.949822942	-0.951511202	-0.959082457	-0.960854736	0.0584148801	-0.996402128	0.1447944045	-0.999	0.1128539039	-0.068324056	0.4744220068	-0.999	-0.999	-0.063198052	0.731682243	-0.999	0.083385771	-0.999	0.2497506908	-0.999	-0.048945968	0.7294569852	-0.046444135	-0.999	-0.042950077	-0.040565427	0.8202382094	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.026836107	0.0621900184	-0.023567667	-0.761093919	-0.762079893	0.0753338307	-0.767081029	-0.767867129	-0.002226812	-0.777295666	-0.777295666	-0.777684729	0.3707831057	0.0031419807	0.2956896809	0.4171602927	-0.794188575	-0.796010123	0.0157829882	-0.803235368	0.4248695523	-0.806163024	0.0204391988	0.0216318183	-0.812557569	0.2194531864	-0.821692692	0.0269405182	0.0269405182	-0.823698386	-0.823698386	-0.823698386	-0.823698386	0.0277783971	-0.824720103	-0.824720103	-0.825761929	-0.825761929	-0.826841817	0.7196220842	-0.8396431	-0.8396431	-0.840940274	-0.850541086	-0.85665547	0.7968613939	-0.868385229	-0.899362318	-0.91188109	0.0529446134	-0.941422821	-0.941422821	-0.944724465	-0.958873914	-0.978455519	0.674751811	0.4093291621	-0.999	-0.999	0.6299508607	0.3937408213	-0.999	-0.999	-0.999	-0.999	-0.999	0.8625690488	-0.999	-0.717644997	-0.717644997	-0.721636172	1	-0.726441541	0.1231356834	0.1309322139	-0.746571574	-0.746571574	0.9044457971	0.9044457971	0.9856105302	-0.791786243	-0.811683611
CORR	v000610	-0.867604158	-0.999	-0.999	-0.117635775	-0.999	-0.014631388	-0.084634378	-0.808194707	-0.809156663	-0.809949533	-0.813678234	-0.015650826	-0.81656746	-0.819799676	-0.820852715	-0.137632392	-0.136534288	0.3657332397	-0.829193171	-0.128236378	-0.125512567	0.0910022981	-0.850077223	-0.850734389	-0.856362129	-0.859442715	-0.111659434	-0.863780296	-0.921665653	-0.929833354	-0.930440674	-0.93239225	-0.9330814	-0.939946995	-0.079660769	-0.07726591	0.1391686203	-0.991254661	-0.993448539	-0.997765488	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.058922177	-0.999	-0.057721017	-0.999	-0.055078878	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.035094257	-0.999	-0.999	-0.999	-0.029683969	-0.999	-0.758446597	-0.758446597	-0.759731362	-0.761295566	0.0689790744	-0.765334182	-0.766484251	0.0812341509	-0.772290492	-0.773198466	0.0032277648	-0.78413572	-0.78413572	0.1521833007	-0.785469757	-0.788751337	-0.798596127	-0.801771002	0.1070976856	-0.805901569	-0.81032705	-0.814318985	-0.814318985	-0.817750487	-0.820444765	0.1757693847	-0.825221219	-0.834752797	-0.83589655	-0.837050299	-0.837050299	-0.838272214	-0.838272214	-0.838272214	-0.838272214	-0.839444887	-0.839444887	-0.839444887	-0.840665255	-0.840665255	-0.84193317	-0.843191181	-0.856995191	-0.856995191	-0.858493172	-0.869831344	0.1350444617	-0.88270937	-0.890873851	-0.927647114	-0.942606326	-0.949082378	-0.977944978	-0.977944978	-0.98195498	-0.998986332	-0.999	-0.999	-0.999	-0.999	0.1735742999	-0.999	-0.999	-0.999	-0.999	-0.717408057	-0.719197298	-0.719830242	-0.719830242	-0.720496671	-0.7218512	-0.7218512	-0.726441541	-0.726441541	1	-0.73626169	-0.74683142	-0.755143725	-0.755143725	-0.783168737	-0.783168737	-0.807623495	-0.807623495	-0.830955057
